crate_name,version,time_taken
uptic,0.1.0,0.8115957919508219
uptime,0.0.1,0.991864833049476
uptest-cli,0.1.4,66.6207936250139
xrpl_http_client,0.16.7,250.19372775009833
uptime_lib,0.3.1,5.905652625020593
uptime_kuma_pusher,0.3.0,25.932971208821986
xrpl_sdk_jsonrpc,0.12.0,253.51937600015663
upto,0.1.5,0.6505110829602927
uptimer,0.2.1,4.31888262508437
uptown_funk,0.1.3,1.0469669171143323
uptown_funk_macro,0.1.2,0.890410291031003
uptu_libs,0.1.0,0.5888694999739528
sc-service-test,0.0.0,0.5876347080338746
xrun,0.12.0,266.9918932078872
xrpl_cli,0.16.7,346.91432849993
xrtsp,0.3.0,328.13130300003104
uptrace,0.19.0,167.80782133387402
uption,0.6.6,316.1558490409516
uptime_kuma_client,0.1.10,375.9425323328469
sc-state-db,0.37.0,282.95087745808996
sc-tracing-proc-macro,11.0.0,2.1717461668886244
upstream-ontologist,0.2.2,575.4700395839754
xs-channel,0.3.7,timeout
upstream-module,0.2.0,timeout
sc-storage-monitor,0.23.0,359.49259783304296
sc16is752,0.1.1,0.6907782079651952
sc2-macro,1.0.0,1.4794859169051051
sc2-proc-macro,1.0.0,1.2353879169095308
sc2-proto,0.2.3,2.107457916950807
sc-simnode,16.0.0,timeout
bellande_rust_import,0.0.1,0.8797033340670168
sc2-proxy,0.1.0,186.16451758309267
sc-statement-store,20.0.0,timeout
bellandeos_file_system_test,0.0.1,11.7918692920357
bellare-micali,0.1.2,15.24202604102902
bellemere,0.1.0,0.6648889170028269
bellframe,0.13.2,2.4933651669416577
bellhop,0.2.1,0.7121094160247594
bellhop-auth-dummy,0.2.1,0.6528156250715256
bellhop-auth-header,0.2.1,0.7173312080558389
sc-utils,18.0.0,252.5621955001261
sc-sync-state-rpc,0.48.0,timeout
bellhop-demo,0.2.1,0.7628248750697821
bellhop-hook-jenkins,0.2.1,0.6660856250673532
bellande_step,0.1.0,178.20222795801237
bellman,0.14.0,3.463330833008513
bellman-keccak256,0.1.0,4.3563982921186835
bellboy,0.2.0,117.9397587501444
bellissimo_auth0,0.0.4,29.225280916085467
bellpepper,0.4.1,5.1315966250840575
bellos,0.0.4,8.991093249991536
diskinfo,0.1.0,0.6519125830382109
diskio,0.1.2,0.7280706251040101
bellman_ce,0.8.0,18.16769108385779
diskit,0.1.4,3.70526925008744
diskmap,0.2.0,3.882571125170216
diskotech,0.0.5,16.159130166983232
disklru,0.3.3,22.425784582970664
diskplan-config,0.1.0,9.449155707843602
diskplan-filesystem,0.1.0,2.0879842080175877
diskplan-schema,0.1.0,0.9777687499299644
bellhop-client,0.2.1,141.31448099995032
diskplan,0.1.0,20.219011000124738
disks,0.1.0,0.6034025829285383
diskonaut,0.11.0,44.37006220780313
diskplan-traversal,0.1.0,12.876639416906984
diskqueue,0.1.0,17.851387000177056
diskspace_insight,0.1.94,22.87553720897995
diskscan,0.3.0,32.73793229088187
rscontainer,0.1.0,0.695395875023678
diskspace,0.5.0,29.52433291706257
rscope,0.0.1,0.6326678330078721
rscp,0.1.7,1.423749000066891
rscpi,0.1.0,11.989063957938924
rscribe,0.1.1,11.59916637511924
rscripter,0.1.1,0.5737850000150502
rscript,0.17.0,5.203893166966736
rscs,0.0.0,0.5963222079444677
rscrypt,0.2.1,7.242547666886821
disktest,1.16.0,44.518751207971945
rscx-macros,0.1.14,4.680782499955967
disktest-lib,1.2.0,38.61139225005172
sc-sysinfo,41.0.0,timeout
rscx-web-macros,0.3.0,0.7967350000981241
rsd,0.1.0,2.2869881249498576
rsdb,0.12.1,4.030696499859914
sc-tracing,38.0.0,timeout
rsdate,0.5.0,14.49045891710557
rscx,0.1.14,33.61806616699323
rsdbc-core,0.0.1,26.121942583005875
sc-transaction-graph,3.0.0,timeout
gwasm-instrument,0.3.0,0.6533623749855906
gwasm-dispatcher,0.1.0,2.03036604099907
bellhop-cli,0.2.1,258.53852145792916
gwasmi_core,0.12.0,0.8992712919134647
gwdiff,1.0.0,0.6374790829140693
gwasmi,0.30.0,2.2554118339903653
gweather-sys,4.5.0,3.2298906659707427
rscx-mdx,0.1.7,112.52133774990216
sc-transaction-pool,38.1.0,timeout
gwordle,0.1.2,1.4223064170219004
gwd-backend-firefox,0.1.5,82.6490600828547
gworld,0.1.0,2.4405967919155955
sc-transaction-pool-api,38.1.0,timeout
gwmp-mux,0.11.0,73.84554279106669
gx,0.1.0,0.7725919999647886
gx21m15,0.1.1,1.5037955418229103
gxccd,0.1.1,0.7576461660210043
gxci,0.3.7,3.30453324993141
pkg-macros,3.0.0,0.8375516249798238
pkg-types,0.1.0,2.0004235000815243
pkg-utils,0.1.0,0.6352001668419689
pkg-version,1.0.0,0.6496157078072429
pkg-version-impl,0.1.1,0.6290418331045657
pkg-version-parser,0.1.1,4.845992416841909
rsdbc-mysql,0.0.1,187.26542216702364
pkg_compile_time,0.1.3,1.2194836670532825
pkg_impl,2.0.0,0.6414705840870738
pkg_manager,0.1.1,0.9139212919399142
gwyh,0.1.0,80.91112445783801
pkgar-core,0.1.15,16.95178124983795
gwy15-common,0.1.0,164.74247437505983
pkgar-repo,0.1.15,0.6653248749207705
pkgar,0.1.15,86.60578666697256
pkgar-keys,0.1.15,73.53337487508543
plotapi,0.1.1,2.5603269999846816
plotcap,0.1.3,3.161411250010133
plotchart,0.2.12,5.668508207891136
ploteria,0.1.0,0.8101108751725405
plotfx,0.1.0,0.6228894591331482
gwv,0.3.2,226.76213420787823
plotlib,0.5.1,0.7283529171254486
plot_interface,0.1.3,57.803121333010495
plotly,0.12.1,20.56090791686438
plotly-fork,0.8.4,19.98393179103732
plotly_derive,0.12.1,2.3441530419513583
plotly_kaleido,0.12.1,2.790165334008634
plotpy,1.13.0,0.6452738749794662
plotpoint,0.1.8,4.5001170840114355
gwasm-api,0.3.0,370.4557146669831
oldwin-vc-ltl5,0.1.1,0.635162458056584
plotsweep,0.1.0,17.33663679100573
oldwin-yy-thunks,0.1.1,0.6525189590174705
ole,0.1.15,0.6803099580574781
ole32-sys,0.2.0,0.757721500005573
oleaut32-sys,0.2.0,0.7082114999648184
oled,0.0.0,0.9173709170427172
olekit,1.0.2,2.0488422920461744
olha,0.0.0,0.6415126668289304
pkgbob,0.0.6,115.25244629196824
oled_shmoled,0.2.1,17.954919499810785
rscv,0.0.2,431.1963451670017
olimex-stm32-p107,0.1.0,10.722423333209008
olin,0.3.0,3.225045207887888
olinker,0.1.0,0.6274876249954104
olio,1.4.0,0.695071249967441
olis_string,0.1.3,0.6390015000943094
self-rust-tokenize,0.4.0,1.2711353751365095
self-rust-tokenize-derive,0.4.1,1.0434200828894973
oliframe,0.3.0,27.065631750039756
self_cell,1.1.0,0.6458265001419932
self-signed-cert,1.0.3,13.015588874928651
pkg6dev,0.1.1,249.45279733394273
gwipt,0.5.0,413.6497848748695
plotrs,0.1.3,114.50720220897348
self_encryption,0.31.0,75.6774260411039
selfe-arc,0.1.1,0.7642721249721944
selfe-config,0.2.1,1.9157782080583272
selfe-runtime,0.1.1,0.6354577920865268
selfe-start,0.1.0,0.7040641668718308
selfe-sys,0.1.1,0.6221623751334846
selfie,0.0.3,0.662189541850239
selfish,0.1.0,9.534558749990538
selfref,0.4.3,0.7012303750962019
plotlars,0.8.1,267.6336983749643
selfsimilar,0.1.0,2.273944624932483
selfstack,0.3.0,0.8129531668964773
ucd-data,0.1.0,0.6398383330088109
ucd-generate,0.3.1,1.3640493331477046
ucd-parse,0.1.13,0.6414408751297742
ucd-raw,0.5.0,0.6390756668988615
ucd-trie,0.1.7,0.6508697499521077
ucd-util,0.2.2,0.6367534999735653
rsdbc,0.0.1,timeout
ucf,0.1.5,20.90914495801553
ucfirst,0.3.0,0.707979999948293
gweiyser,0.1.4,timeout
uchan,0.1.4,0.7096166659612209
uchardet,2.0.4,0.7482985828537494
uchardet-sys,2.0.3,0.7080823748838156
uchimizu,0.0.1,0.6437117089517415
uchr,0.0.2,0.5987171248998493
uchrono,0.1.1,0.6433053330983967
uchu,0.1.0,1.0195921249687672
uci,0.2.3,0.6451350830029696
uci-parser,1.1.0,1.4127153751906008
uci_rs,0.1.2,0.6353337920736521
self_update,0.42.0,216.0559904591646
ucg,0.7.2,58.71270654187538
eoe,0.2.0,0.9358148330356926
eoflint,0.2.0,5.198978083906695
eol,0.1.1,0.8470474588684738
eolib,2.1.1,4.244398084003478
self_update_danger_no_ssl_verify,0.38.0,210.8248023330234
eon-rs,1.0.0,0.5827485828194767
eonil_apple_oslog,0.1.2,0.7039965000003576
selfserv-daemon,0.2.0,173.23196245799772
eopsin,0.0.0,0.6159175001084805
eom,0.11.0,20.398828167002648
eos,0.0.0,0.6332521250005811
eos-eapi,0.2.0,8.602335874922574
eos-s3,0.1.0,2.342307999962941
eos-tz,0.0.0,0.6298097078688443
eos-tzdata,0.0.0,0.6533285418991
verus,0.0.0,0.6060247498098761
oli,0.41.17,354.09622420789674
verust,0.2.4,0.9690142089966683
verver,0.0.1,0.6569851669482887
vervolg,0.1.0,0.5918861248064786
very-bad-error-propagation,0.1.1,0.5905143339186907
eorst,0.2.0,54.99242329108529
very_basic_crate,0.2.0,0.6302912500686944
verusfmt,0.5.3,30.046557791996747
very_primitive_tables,0.1.3,0.5973100000992417
very_simple_2d,1.0.0,0.6321388750802726
very-trash-cli,0.1.0,7.605722999898717
very_simple_trie,0.1.3,0.6436036250088364
very_simple_2d_core,0.6.0,1.0254090838134289
veryfast,0.3.1,0.7500150001142174
veryfi,1.0.0,0.569503583945334
migrations_internals,2.2.0,1.9823277909308672
migrations_macros,2.2.0,2.6570282080210745
ucelofka,0.3.0,187.0023642089218
mih-rs,0.3.1,0.7578554158098996
self_sdk,0.1.0,330.5428528340999
miho_derive,5.2.0,0.7980465840082616
mii,0.1.1,0.661345292115584
self_service,0.0.0,352.7998565409798
miio-proto,0.1.5,24.799993583001196
eodhistoricaldata_api,0.4.0,168.86297400016338
