crate_name,version,time_basic,time_horn,dependency_count
aws-sdk-bedrockdataautomationruntime,1.13.0,600.0158170408104,160.64073637500405,75.0
aws-sdk-bedrockruntime,1.77.0,600.0305072090123,174.5252578749787,77.0
bellande_rust_import,0.0.1,600.0559175829403,0.8759526249486953,4.0
bellande_step,0.1.0,600.0246985000558,241.8278683340177,100.0
bellandeos_file_system_test,0.0.1,600.0558880418539,16.66137420805171,28.0
bellare-micali,0.1.2,600.017968165921,21.66148675000295,29.0
bellboy,0.2.0,600.0394221669994,152.87043470796198,81.0
bellemere,0.1.0,0.6342054998967797,0.9839497092179954,0.0
bellframe,0.13.2,600.0419942918234,3.679987875046209,13.0
bellhop,0.2.1,0.8685298750642687,0.9802349579986184,172.0
bellhop-auth-dummy,0.2.1,0.7347490000538528,0.9772029998712242,173.0
bellhop-auth-header,0.2.1,0.6850840419065207,0.821754583157599,176.0
bellhop-cli,0.2.1,1.6660088750068098,324.2071967080701,114.0
bellhop-client,0.2.1,600.0191112079192,177.79932824987918,87.0
bellhop-demo,0.2.1,1.0269581249449402,0.8783782501704991,201.0
bellhop-hook-jenkins,0.2.1,0.9118886250071228,0.940923208137974,195.0
bellissimo_auth0,0.0.4,600.0246852089185,39.28323354199529,46.0
bellman,0.14.0,600.0384387080558,4.348602958954871,15.0
bellman-keccak256,0.1.0,600.0518119160552,5.839066500077024,16.0
bellman_ce,0.8.0,600.0194439999759,23.43353870790452,33.0
bellos,0.0.4,600.0431485420559,11.368360332911834,24.0
bellpepper,0.4.1,600.0374470420647,6.197544208960608,17.0
betting,0.3.1,600.0474707081448,5.049543124856427,17.0
betty,0.1.1,600.0301882920321,172.19534491701052,91.0
between,0.1.0,10.420296291122211,0.8742270420771092,2.0
between-us,1.0.0,0.761697500012815,0.608283500187099,0.0
beul,1.0.0,0.7237941671628505,0.6011303749401122,0.0
bevier,1.1.1,600.0163950000424,9.00729191605933,23.0
bevior_tree,0.7.0,1.5696941250935197,426.16890733409673,113.0
bevis,0.1.1,600.0316795839462,1.681593416025862,7.0
bevis-derive,0.1.0,600.0457387499046,0.810210834024474,4.0
bevis-strobe,0.1.1,600.032858334016,3.1362571669742465,12.0
bevm,0.1.1,600.0223437920213,55.955155916977674,54.0
bevnet,0.1.0,1.5101910419762137,425.57226166594774,111.0
bevoids,0.1.0,1.4308158340863883,386.2796635830309,108.0
bevsn,0.1.0,0.7076646669302136,0.6552257500588894,0.0
bevy-aabb-instancing,0.11.0,1.3961683751549572,395.60556100006215,108.0
bevy-aabb-instancing-011,0.9.2,1.4271217500790954,397.44565379200503,108.0
bevy-add-events-macro,0.1.0,0.6677258340641856,0.6609532919246703,0.0
bevy-alt-ui-navigation-lite,0.3.1,1.5145077500492334,411.8388666671235,109.0
bevy-animated-text,0.1.0,1.473284457810223,398.1774828340858,108.0
bevy_koto,0.2.0,2.5687309170607477,600.0114130829461,142.0
bevy_kwai_interactive_live,0.1.2,2.062731415964663,514.3240429579746,139.0
bevy_la_mesa,0.15.4,2.057102791033685,600.0100072501227,140.0
bevy_landmass,0.8.0,2.058479500003159,600.019967084052,135.0
bevy_lazy_prefabs,0.2.1,1.871820000000298,486.73934983299114,117.0
bevy_ldtk,0.5.0,1.6955788331106303,486.4873633328825,116.0
