Crate Name,Severity Label,On lib.rs
safe_core-0.43.1,UNKNOWN,Yes
libusb-0.3.0,MEDIUM_SEVERITY,Yes
bite-0.0.5,MEDIUM_SEVERITY,Yes
personnummer-0.1.0,SAFE,Yes
serde_cbor-0.10.1,LOW_SEVERITY,Yes
containers-0.9.10,HIGH_SEVERITY,Yes
rust-embed-6.2.0,LOW_SEVERITY,Yes
serde-json-wasm-1.0.0,LOW_SEVERITY,No
enumflags2-0.7.6,LOW_SEVERITY,Yes
prost-types-0.7.0,LOW_SEVERITY,Yes
chunky-0.3.7,HIGH_SEVERITY,Yes
iced-x86-1.10.0,LOW_SEVERITY,Yes
axum-core-0.2.7,LOW_SEVERITY,Yes
tiny_future-0.3.2,LOW_SEVERITY,Yes
hickory-proto-0.24.2,LOW_SEVERITY,Yes
ncollide3d-0.33.0,LOW_SEVERITY,Yes
sqlx-0.8.0,LOW_SEVERITY,Yes
directories-6.0.0,LOW_SEVERITY,Yes
ic-cdk-0.8.1,LOW_SEVERITY,Yes
insert_many-0.1.1,SAFE,Yes
array-queue-0.3.3,HIGH_SEVERITY,Yes
rkyv-0.5.2,LOW_SEVERITY,Yes
lzw-0.10.0,LOW_SEVERITY,Yes
linkme-0.3.23,SAFE,Yes
tiberius-0.12.3,UNKNOWN,Yes
object_store-0.10.1,LOW_SEVERITY,Yes
git-path-0.7.2,LOW_SEVERITY,Yes
odbc-0.17.0,UNKNOWN,Yes
rage-0.6.0,UNKNOWN,Yes
max7301-0.1.0,LOW_SEVERITY,Yes
gtk-layer-shell-sys-0.7.2,MEDIUM_SEVERITY,Yes
stderr-0.8.0,HIGH_SEVERITY,Yes
hyper-0.14.11,LOW_SEVERITY,Yes
noise_search-0.8.0,HIGH_SEVERITY,Yes
eyre-0.6.11,LOW_SEVERITY,Yes
smallvec-0.6.13,LOW_SEVERITY,Yes
tree_magic-0.2.3,MEDIUM_SEVERITY,Yes
ordered-float-1.1.0,LOW_SEVERITY,Yes
oqs-0.7.1,MEDIUM_SEVERITY,Yes
cgc-0.4.0,HIGH_SEVERITY,Yes
plutonium-0.5.2,MEDIUM_SEVERITY,Yes
git-delta-0.8.2,LOW_SEVERITY,Yes
nats-0.24.0,LOW_SEVERITY,Yes
failure-0.1.8,LOW_SEVERITY,Yes
may_queue-0.1.7,LOW_SEVERITY,Yes
ansi_term-0.12.1,SAFE,Yes
prost-0.6.0,LOW_SEVERITY,Yes
