crate_name,version,time_taken
disks,0.1.0,0.6181178749538958
diskonaut,0.11.0,600.0251561251935
diskotech,0.0.5,600.0216363328509
diskplan,0.1.0,600.020026583923
diskplan-config,0.1.0,600.0195424580015
diskplan-filesystem,0.1.0,600.0421422498766
rscope,0.0.1,0.6516273750457913
diskplan-schema,0.1.0,600.0574754581321
rscontainer,0.1.0,1.66932262503542
diskplan-traversal,0.1.0,600.0445495420136
diskqueue,0.1.0,600.0382364590187
rscripter,0.1.1,0.6570904159452766
diskscan,0.3.0,600.0336149169598
diskspace,0.5.0,600.0224749168847
rscs,0.0.0,0.71326420805417
rscv,0.0.2,2.017112375004217
diskspace_insight,0.1.94,600.0281819580123
disktest,1.16.0,600.0297476670239
disktest-lib,1.2.0,600.0172911249101
rscp,0.1.7,600.0614179170225
rscpi,0.1.0,600.0473587079905
rscribe,0.1.1,600.0245248330757
rsdbc,0.0.1,2.1051660000812262
rscript,0.17.0,600.0333543748129
rscrypt,0.2.1,600.0419687079266
rscx,0.1.14,600.0311872500461
gwasm-api,0.3.0,1.8484502921346575
rscx-macros,0.1.14,600.0369804168586
gwasm-instrument,0.3.0,1.4996665001381189
rscx-mdx,0.1.7,600.0385558749549
rscx-web-macros,0.3.0,600.073501707986
rsd,0.1.0,600.0198521250859
gwdiff,1.0.0,0.9551589998882264
rsdate,0.5.0,600.0347172080074
rsdb,0.12.1,600.0253417920321
gwipt,0.5.0,1.9352267920039594
gweiyser,0.1.4,2.789486665977165
rsdbc-core,0.0.1,600.0402248748578
rsdbc-mysql,0.0.1,600.0262933329213
gwv,0.3.2,1.6097178340423852
gwasm-dispatcher,0.1.0,600.0570794171654
gx,0.1.0,0.6272271671332419
gwasmi,0.30.0,600.057809041813
gwasmi_core,0.12.0,600.059500250034
gwmp-mux,0.11.0,108.00804937514476
gwd-backend-firefox,0.1.5,600.0269659999758
gweather-sys,4.5.0,600.051010041032
pkg-utils,0.1.0,0.821168249938637
gwordle,0.1.2,600.0519969169982
gworld,0.1.0,600.0416647498496
gwy15-common,0.1.0,600.0176871251315
pkg-version-impl,0.1.1,1.4354420418385416
pkg-version,1.0.0,4.39423150010407
gwyh,0.1.0,600.0241761670914
pkg6dev,0.1.1,1.63154854089953
pkg_impl,2.0.0,0.6587235410697758
gx21m15,0.1.1,600.0282298750244
gxccd,0.1.1,600.070093333954
gxci,0.3.7,600.0250419171061
pkgar-repo,0.1.15,0.6385579579509795
pkg-macros,3.0.0,600.0461915831547
pkg-types,0.1.0,600.0418154161889
pkg-version-parser,0.1.1,600.0357338341419
pkg_compile_time,0.1.3,600.0737680408638
pkgar,0.1.15,600.0226571660023
pkg_manager,0.1.1,600.076963749947
pkgar-core,0.1.15,600.0437738329638
plotfx,0.1.0,0.9027055408805609
plotlars,0.8.1,1.604665500111878
plotlib,0.5.1,6.926939666969702
pkgar-keys,0.1.15,600.0196082498878
pkgbob,0.0.6,600.0351733749267
plot_interface,0.1.3,600.0158628749195
plotpy,1.13.0,1.3817608749959618
plotapi,0.1.1,600.0353182919789
plotcap,0.1.3,600.0486877080984
oldwin-vc-ltl5,0.1.1,0.8289254589471966
oldwin-yy-thunks,0.1.1,0.7048712919931859
ole,0.1.15,0.6280977500136942
ole32-sys,0.2.0,43.23091233312152
oleaut32-sys,0.2.0,43.75983458315022
plotchart,0.2.12,600.0338577919174
ploteria,0.1.0,600.0364153340925
plotly,0.12.1,600.0346204168163
olha,0.0.0,0.6624588340055197
plotly-fork,0.8.4,600.0290796670597
oli,0.41.17,1.717605791054666
oli-tui,0.1.0,1.9306420828215778
plotly_derive,0.12.1,600.0571613749489
plotly_kaleido,0.12.1,600.054077624809
olinker,0.1.0,0.7523782087955624
plotpoint,0.1.8,600.0471424588468
olis_string,0.1.3,0.6437477499712259
plotrs,0.1.3,600.0281954160891
olio,1.4.0,6.192979290848598
plotsweep,0.1.0,600.0234665828757
self_cell,1.1.0,0.6913566670846194
oled,0.0.0,600.0361577500589
self_sdk,0.1.0,1.9586752499453723
self_service,0.0.0,1.5494641249533743
self_update,0.42.0,1.4982433340046555
self_update_danger_no_ssl_verify,0.38.0,1.527728290995583
selfe-arc,0.1.1,1.2793458749074489
oled_shmoled,0.2.1,600.0357734169811
olekit,1.0.2,600.0481873329263
selfe-runtime,0.1.1,1.8822418751660734
selfe-sys,0.1.1,0.6650885841809213
selfe-start,0.1.0,3.046040083048865
selfie,0.0.3,1.7451954158023
selfref,0.4.3,0.6967167921829969
oliframe,0.3.0,600.0468041249551
olimex-stm32-p107,0.1.0,600.0385305830278
olin,0.3.0,600.067120041931
ucd-data,0.1.0,0.737395916832611
self-rust-tokenize,0.4.0,600.0401771250181
self-rust-tokenize-derive,0.4.1,600.0376632090192
ucd-parse,0.1.13,1.474422583123669
ucd-raw,0.5.0,0.8089450830593705
ucd-trie,0.1.7,0.7120064168702811
ucd-util,0.2.2,0.6947891658637673
ucelofka,0.3.0,1.5935319170821458
ucfirst,0.3.0,0.7579336669296026
self-signed-cert,1.0.3,600.0276510000695
uchan,0.1.4,12.37194166588597
self_encryption,0.31.0,600.0120402090251
uchardet-sys,2.0.3,6.4460020831320435
uchimizu,0.0.1,0.6982187079265714
uchr,0.0.2,0.724746708991006
uchrono,0.1.1,0.713947624899447
selfe-config,0.2.1,600.0450717078056
uci,0.2.3,4.039863999933004
selfish,0.1.0,600.0303229170386
selfserv-daemon,0.2.0,600.0157310839277
selfsimilar,0.1.0,600.0427517909557
uci_rs,0.1.2,1.6876256249379367
selfstack,0.3.0,600.0714283750858
eodhd_rs,0.2.0,1.7815999588929117
ucd-generate,0.3.1,600.0503469998948
ucf,0.1.5,600.0445701668505
ucg,0.7.2,600.0137391248718
eon-rs,1.0.0,0.6902437910903245
eonil_apple_oslog,0.1.2,6.117152167018503
eons,0.1.0,1.589299124898389
eopsin,0.0.0,0.6414920419920236
uchardet,2.0.4,600.0476137921214
eos,0.0.0,0.6624744171276689
uchu,0.1.0,600.041497083148
uci-parser,1.1.0,600.060108250007
eos-tz,0.0.0,0.8400347500573844
eos-tzdata,0.0.0,0.7306485411245376
verus,0.0.0,0.8080854581203312
eodhistoricaldata_api,0.4.0,600.0097351670265
eoe,0.2.0,600.0496892079245
eoflint,0.2.0,600.0266014998779
vervolg,0.1.0,0.6382673329208046
eol,0.1.1,600.0592911671847
very-bad-error-propagation,0.1.1,0.7014894580934197
verver,0.0.1,1.457767958054319
very_basic_crate,0.2.0,0.6494878330267966
very_primitive_tables,0.1.3,0.7579277500044554
very_simple_2d,1.0.0,0.7647635419853032
very_simple_trie,0.1.3,0.6944875419139862
eolib,2.1.1,600.0271069579758
veryfi,1.0.0,0.6841241670772433
eom,0.11.0,600.0281897499226
eorst,0.2.0,600.0271352499258
migrator,0.1.0,2.865208667004481
eos-eapi,0.2.0,600.0293734159786
veryfast,0.3.1,83.01967266690917
eos-s3,0.1.0,600.0396658750251
miho,7.0.0,1.8815210000611842
mih-rs,0.3.1,86.19925429113209
mii,0.1.1,1.4122872091829777
verusfmt,0.5.3,600.0387207081076
verust,0.2.4,600.0617857498582
very-trash-cli,0.1.0,600.031881915871
very_simple_2d_core,0.6.0,600.0554797919467
mijia-homie,0.2.7,2.872073167003691
migrations_internals,2.2.0,600.0322225000709
migrations_macros,2.2.0,600.047490082914
migratour,0.1.1,600.0230040410534
mikado,0.1.0,0.8283635000698268
migres,0.0.1,600.0238681251649
miho_derive,5.2.0,600.0469464170747
miio-proto,0.1.5,600.0200818751473
mijia,0.7.1,600.0501794589218
iapiab,0.1.0,2.025963375112042
iaq-core,0.1.0,6.617621500045061
mijit,0.2.4,600.0593187920749
iargs,0.1.0,0.8263974580913782
mik32-rt,0.1.0,600.0448290419299
mik32-rt-macros,0.5.0,600.035983290989
mik32v2-pac,0.0.1,600.0573293329217
mika,0.0.0,600.0268947910517
mikan-rs,0.1.4,600.0354914579075
mikasa-utils,0.1.0,600.0564278329257
iap-jwt,0.2.0,600.0246377082076
iapi,0.1.0,600.0302392500453
iata_bcbp,1.0.0,350.6386052498128
iarapi-rs,0.1.1,600.0546470000409
iars,0.1.0,600.0608172498178
ias,0.2.1,600.0289794998243
iasc,0.1.0,600.0461813341826
bevy_kwai_interactive_live,0.1.2,2.062731415964663
bevy_koto,0.2.0,2.5687309170607477
bevy_la_mesa,0.15.4,2.057102791033685
iascar,0.2.1,600.0437056249939
bevy_lazy_prefabs,0.2.1,1.871820000000298
bevy_landmass,0.8.0,2.058479500003159
bevy_ldtk,0.5.0,1.6955788331106305
bevy_level,0.0.1,0.8562430827878416
bevy_leat,0.0.0,0.9489780000876635
bevy_ldtk_asset,0.6.4,2.865165375173092
bevy_library,0.0.1,0.8190245418809354
bevy_libgdx_atlas,0.3.2,1.6359603751916438
bevy_lighting,0.0.1,0.7592351250350475
bevy_light_field,0.8.0,0.8094862080179155
bevy_life,0.11.0,1.851168042048812
iastconvert,0.1.2,600.0550463751424
bevy_light_2d,0.5.0,1.740666292142123
bevy_lightspeed3d,0.1.0,0.7250598750542849
bevy_lightspeed2d,0.1.0,0.816539625171572
bevy_lightspeed4d,0.1.0,0.7844770411029458
dangerous_option,0.2.0,0.8127409999724478
dango-music-player,0.0.0,0.8174176670145243
dango-tui,0.0.0,0.7470499170012772
dango-core,0.1.1,2.0506172080058604
danielfns,0.1.0,0.7160673749167472
daniel_crate,0.1.1,0.7469941249582916
daniels_basic_math,0.1.1,0.7526678338181227
danmu2ass,0.2.1,1.7276524170301855
danmuji,0.1.0,1.587466917000711
iasthk,1.0.1,600.0622899581213
iat,0.1.2,600.0569802501705
dantalian,0.4.6,1.5970894580241293
iata-types,0.1.4,600.0408947919495
danu,0.0.0,0.9328894580248743
iay,0.4.3,600.0191518329084
ib,3.0.0,600.0269156249706
deallocate-zeroed,0.2.0,1.728380624903366
deam,0.0.0,0.7185182499233633
dean_minigrep,0.1.1,0.7760864580050111
deanonro,0.1.0,1.6595370410941541
bevy_lightyear,0.1.0,600.0249350420199
dangit,0.1.0,600.0283619579859
dango,0.1.1,600.0512139580678
dearbitrary,1.0.4,1.0503637501969934
dankboi,0.1.2,600.016313833883
death,0.1.0,0.707683082902804
dano,0.9.1,600.0224270001054
deathframe,0.5.1,0.9306424998212606
deathrip,0.2.1,1.4036293330136687
dante-cli,0.8.3,600.0239929589443
dante-control-rs,0.8.2,600.0374083330389
deb-architectures,0.1.0,0.7425764161162078
deb-rust,0.1.2,0.6396649160888046
deb-version,0.1.1,0.7494989580009133
danube-client,0.3.4,600.0135524580255
danube-core,0.3.4,600.0629397088196
rust_cargo_test,0.1.1,1.0022788748610765
dear,0.1.1,600.0434853748884
dearbitrary_derive,1.0.1,600.0529795829207
deary,0.0.1,600.0454352919478
deasync,0.1.0,600.0441175419837
rust_chacha20,0.3.0,0.9372252910397947
rust_class,0.1.0,0.7604541247710586
rust_cfg_parser,0.1.0,2.0443920828402042
death_god_logging_tool,4.1.3,600.0578780418728
deb,0.5.18,600.048828833038
rust_closure,0.1.0,0.7743144170381129
rust_clue_solver_2,0.1.2,0.789964749943465
rust_cn,0.1.6,0.7628671249840409
deb-rs,0.1.2,600.0522546248976
rust_calendar_parser,0.1.1,600.0375178752001
rust_coinlive,0.1.0,1.4588016248308122
rust_combinatorics,0.1.0,0.7331137910950929
nenya-sentinel,0.0.1,0.7720392909832299
